iter	TotalF1:average=Macro	MultiClass
879	0.9990290706	0.06477765508
880	0.9990290706	0.06464892206
881	0.9990717511	0.06449725029
882	0.9990954186	0.06441389723
883	0.9990954186	0.06433547198
884	0.9990954186	0.06429646053
885	0.9990954186	0.06429462612
886	0.9991190858	0.06417102425
887	0.9991190858	0.06416456056
888	0.9991401004	0.06405327604
889	0.9991401004	0.06392208561
890	0.9991190858	0.06384884342
891	0.9991401004	0.06383377446
892	0.9991164333	0.06371634208
893	0.9991401095	0.0636333957
894	0.9991401095	0.06363269049
895	0.9991401095	0.06361987127
896	0.9991401095	0.0635764209
897	0.9991401095	0.06346422351
898	0.9991401095	0.06338408499
899	0.9991401095	0.06327189193
900	0.9991401095	0.06327029547
901	0.9991637854	0.06316546167
902	0.9991874248	0.06307796821
903	0.9991874248	0.06299900215
904	0.999211082	0.06287299046
905	0.9992347389	0.06282329272
906	0.9992347389	0.06281883217
907	0.9992347389	0.06280005977
908	0.9992347389	0.06269013809
909	0.9992347389	0.06257110926
910	0.9992583775	0.0624739592
911	0.9993030304	0.0622881562
912	0.9992793921	0.06217211693
913	0.9992793921	0.06210113314
914	0.9992793921	0.06210015104
915	0.9993030304	0.06202811161
916	0.9993030304	0.06202402745
917	0.9993030304	0.06202276413
918	0.9993030304	0.06196158404
919	0.9993030304	0.06184832235
920	0.9993030304	0.06184782481
921	0.9993030304	0.06181100253
922	0.9993030304	0.06180352213
923	0.9993030304	0.06179882795
924	0.9993030304	0.06178267738
925	0.999324045	0.0617126454
926	0.999324045	0.06151250893
927	0.999324045	0.0613986199
928	0.999324045	0.06129521382
929	0.999324045	0.06129443074
930	0.999324045	0.06129353949
931	0.999324045	0.0612850467
932	0.999324045	0.06119685669
933	0.999324045	0.06118937196
934	0.999324045	0.0611877582
935	0.999324045	0.06118621366
936	0.9993476832	0.06117072936
937	0.9993476832	0.06116325761
938	0.9993476832	0.06114461068
939	0.9993476832	0.06105531743
940	0.9993476832	0.06089931057
941	0.9993476832	0.06089782228
942	0.9993476832	0.06079888973
943	0.9993476832	0.06075474714
944	0.9993476832	0.06067302947
945	0.9993476832	0.06067259682
946	0.9993476832	0.06067207765
947	0.9993476832	0.06055251667
948	0.9993476832	0.06054782682
949	0.9993476832	0.06044978119
950	0.9993476832	0.06044910194
951	0.9993476832	0.06044440776
952	0.9993476832	0.06039190649
953	0.9993476832	0.06030884763
954	0.9993476832	0.06030360399
955	0.9993476832	0.06020774321
956	0.9993476832	0.06020743603
957	0.9993476832	0.06017939642
958	0.9993476832	0.06017905463
959	0.9993476832	0.0601787388
960	0.9993476832	0.06017481905
961	0.9993476832	0.06017308415
962	0.9993476832	0.06017255633
963	0.9993713211	0.06010981007
964	0.9993713211	0.06002128692
965	0.9993713211	0.0600158832
966	0.9993713211	0.06001428675
967	0.9993713211	0.05990462032
968	0.9993713211	0.0598678889
969	0.9993713211	0.05979598358
970	0.9993713211	0.05968802609
971	0.9993713211	0.0596241939
972	0.9993713211	0.05950994578
973	0.9993713211	0.05950612554
974	0.9993713211	0.05949742941
975	0.9993713211	0.05947912859
976	0.9993713211	0.05945987597
977	0.9993713211	0.05945938275
978	0.9993713211	0.05944996411
979	0.9993713211	0.05943913505
980	0.9993713211	0.05935914362
981	0.9993713211	0.05929815822
982	0.9993713211	0.05917339254
983	0.9993713211	0.05917310267
984	0.9993713211	0.05909723866
985	0.9993713211	0.05909594073
986	0.9993713211	0.0589766004
987	0.9993713211	0.05889119661
988	0.9993713211	0.05888809888
989	0.9993713211	0.05887482971
990	0.9993713211	0.05887383896
991	0.9993713211	0.05885820323
992	0.9993713211	0.05880586637
993	0.9993713211	0.05874949294
994	0.9993713211	0.05874891753
995	0.9993713211	0.05868496852
996	0.9993713211	0.05868441041
997	0.9993713211	0.05857515932
998	0.9993713211	0.05849480015
999	0.9993949588	0.05842651605
1000	0.9993949588	0.05829969532
1001	0.9993949588	0.0582958621
1002	0.9993949588	0.05829292445
1003	0.9993949588	0.05815843295
1004	0.9993949588	0.05815748978
1005	0.9993949588	0.05815700522
1006	0.9993949588	0.05809033921
1007	0.9993949588	0.05808576617
1008	0.9993949588	0.0580851821
1009	0.9993949588	0.0580682744
1010	0.9993949588	0.05806769899
1011	0.9993949588	0.05805850964
1012	0.9994185691	0.05792053969
1013	0.9993949588	0.05783156659
1014	0.9993949588	0.05776614659
1015	0.9993949588	0.05776264651
1016	0.9993949588	0.05775934977
1017	0.9993949588	0.05775888251
1018	0.9993949588	0.05774302181
1019	0.9994185691	0.05763838702
1020	0.9994185691	0.05762483663
1021	0.9994185691	0.05762460733
1022	0.9994185691	0.05755907052
1023	0.9994185691	0.05755285344
1024	0.9994185691	0.0575163643
1025	0.9994185691	0.05750915214
1026	0.9994185691	0.05740164892
1027	0.9994185691	0.05740034667
1028	0.9994185691	0.05731481308
1029	0.9994421792	0.05726436687
1030	0.9994421792	0.05726410296
1031	0.9994421792	0.05723480436
1032	0.9994421792	0.057228968
1033	0.9994421792	0.05722745375
1034	0.9994421792	0.05722704273
1035	0.9994421792	0.05707220834
1036	0.9994421792	0.05706697769
1037	0.9994421792	0.05698982008
1038	0.9994421792	0.05689816459
1039	0.9994421792	0.05689052843
1040	0.9994421792	0.05688936895
1041	0.9994421792	0.05684440433
1042	0.9994421792	0.05678123841
1043	0.9994848595	0.05670550419
1044	0.9994848595	0.05661506443
1045	0.9994848595	0.05661390495
1046	0.9994848595	0.05661064714
1047	0.9994848595	0.05660945305
1048	0.9995058741	0.05650367176
1049	0.9995058741	0.05644551152
1050	0.9995058741	0.05644233159
1051	0.9994631937	0.05636492304
1052	0.9994631937	0.05631306642
1053	0.9994631937	0.05627437945
1054	0.9994631937	0.05626544537
1055	0.9994631937	0.05626518145
1056	0.9994631937	0.05611534409
1057	0.9994631937	0.05598331866
1058	0.9995058741	0.05598119438
1059	0.9995294659	0.05593357766
1060	0.9995294659	0.05586770771
1061	0.9995294659	0.05577622528
1062	0.9995294659	0.05576559091
1063	0.9995294659	0.05565581199
1064	0.9995294659	0.0556488075
1065	0.9995294659	0.05555928494
1066	0.9995294659	0.05545863913
1067	0.9995294659	0.0554572763
1068	0.9995294659	0.05545701239
1069	0.9995294659	0.05536433586
1070	0.9995294659	0.05524842639
1071	0.9995294659	0.05524692944
1072	0.9995294659	0.05524102386
1073	0.9995294659	0.05518267758
1074	0.9995294659	0.0551820416
1075	0.9995294659	0.05511904441
1076	0.9995294659	0.05505004212
1077	0.9995294659	0.05504729051
1078	0.9995294659	0.05504070135
1079	0.9995294659	0.05502579246
1080	0.9995294659	0.05502495746
1081	0.9995294659	0.05502206741
1082	0.9995294659	0.05502018973
1083	0.9995294659	0.05501966623
1084	0.9995294659	0.05501339723
1085	0.9995294659	0.05500907513
1086	0.9995294659	0.05500223936
1087	0.9995294659	0.05500117506
1088	0.9995294659	0.05499659337
1089	0.9995294659	0.05499594873
1090	0.9995294659	0.0549047129
1091	0.9995294659	0.05479004512
1092	0.9995294659	0.05478339107
1093	0.9995294659	0.05478237003
1094	0.9995530666	0.05471626645
1095	0.9995530666	0.05463567366
1096	0.9995530666	0.05453598831
1097	0.9995530666	0.05445947967
1098	0.9995877198	0.05429354797
1099	0.9995877198	0.05421925446
1100	0.9995877198	0.05414978492
1101	0.9995877198	0.05414872495
1102	0.9995877198	0.05414319144
1103	0.9995877198	0.05406316541
1104	0.9995877198	0.05406278468
1105	0.9995877198	0.05399863233
1106	0.9995877198	0.05387002477
1107	0.9995877198	0.05385630566
1108	0.9995877198	0.05384603903
1109	0.9995877198	0.05370952276
1110	0.9995877198	0.05366843029
1111	0.9995877198	0.05366343326
1112	0.9995877198	0.05366032688
1113	0.9995877198	0.05365662346
1114	0.9995877198	0.05360795541
1115	0.9995877198	0.05351979568
1116	0.9995877198	0.05351720847
1117	0.9995877198	0.05345415071
1118	0.9995877198	0.05345109192
1119	0.9995877198	0.05345013145
1120	0.9995877198	0.05334379205
1121	0.9995877198	0.05334112264
1122	0.9995877198	0.05326867219
1123	0.9995877198	0.05315468798
1124	0.9995877198	0.05305052478
1125	0.9995877198	0.05304904947
1126	0.9995877198	0.05304644495
1127	0.9995877198	0.0529886265
1128	0.9996113022	0.05289425834
1129	0.9996113022	0.05288790281
1130	0.9996113022	0.05280127031
1131	0.9996113022	0.05280022764
1132	0.9996113022	0.05278935964
1133	0.9996113022	0.0527472721
1134	0.9996113022	0.05271231452
1135	0.9996113022	0.05262219924
1136	0.9996113022	0.05255491455
1137	0.9996113022	0.05255265615
1138	0.9996113022	0.05254914742
1139	0.9996113022	0.05250648013
1140	0.9996113022	0.0524630038
1141	0.9996113022	0.05246277018
1142	0.9996113022	0.05239629886
1143	0.9996113022	0.0523953081
1144	0.9996113022	0.05239433466
1145	0.9996113022	0.05238663361
1146	0.9996113022	0.05238243264
1147	0.9996113022	0.05223134494
1148	0.9996113022	0.052186787
1149	0.9996113022	0.05214219878
1150	0.9996113022	0.0521419565
1151	0.9996113022	0.0520754722
1152	0.9996113022	0.05199731086
1153	0.9996113022	0.05193107317
1154	0.9996113022	0.0519295719
1155	0.9996113022	0.0518597649
1156	0.9996113022	0.05185538222
1157	0.9996113022	0.05176373971
1158	0.9996113022	0.0517093651
1159	0.9996113022	0.05170911417
1160	0.9996113022	0.05170853875
1161	0.9996113022	0.05169792601
1162	0.9996113022	0.05165103613
1163	0.9996113022	0.051637529
1164	0.9996113022	0.05162845647
1165	0.9996113022	0.05155828173
1166	0.9996113022	0.05155591517
1167	0.9996113022	0.05148963854
1168	0.9996113022	0.05141891866
1169	0.9996113022	0.05141771591
1170	0.9996113022	0.05139421473
1171	0.9996113022	0.0513090835
1172	0.9996113022	0.05122491274
1173	0.9996113022	0.05111002864
1174	0.9996113022	0.05103914436
1175	0.9996113022	0.05103856894
1176	0.9996113022	0.05103637544
1177	0.9996113022	0.05093000575
1178	0.9996113022	0.05092842228
1179	0.9996113022	0.0509263802
1180	0.9996113022	0.05084548888
1181	0.9996113022	0.05081054428
1182	0.9996113022	0.05080626544
1183	0.9996113022	0.05080431854
1184	0.9996113022	0.05074447964
1185	0.9996113022	0.05070070047
1186	0.9996113022	0.05069784502
1187	0.9996113022	0.05061387761
1188	0.9996113022	0.05061295608
1189	0.9996113022	0.05056692715
1190	0.9996113022	0.05056509707
1191	0.9996113022	0.05046839696
1192	0.9996113022	0.05046544634
1193	0.9996113022	0.05046354703
1194	0.9996113022	0.05039166767
1195	0.9996113022	0.05033014146
1196	0.9996113022	0.05032973478
1197	0.9996113022	0.05032792633
1198	0.9996113022	0.05026930749
1199	0.9996113022	0.05026778458
1200	0.9996113022	0.05017062587
1201	0.9996113022	0.05016973463
1202	0.9996113022	0.05012922191
1203	0.9996113022	0.05012033109
1204	0.9996113022	0.05002647344
1205	0.9996113022	0.05002577689
1206	0.9996113022	0.04997109943
1207	0.9996113022	0.04991152011
1208	0.9996113022	0.04985898856
1209	0.9996113022	0.04985410402
1210	0.9996113022	0.04984349561
1211	0.9996113022	0.04983997822
1212	0.9996113022	0.04983940713
1213	0.9996113022	0.04978222899
1214	0.9996113022	0.04970518819
1215	0.9996113022	0.0496797055
1216	0.9996113022	0.04967925988
1217	0.9996113022	0.04962691003
1218	0.9996113022	0.04956078483
1219	0.9996113022	0.04951025642
1220	0.9996113022	0.04950046137
1221	0.9996113022	0.04949930189
1222	0.9996113022	0.04949779196
1223	0.9996113022	0.04949591429
1224	0.9996113022	0.04949571527
1225	0.9996113022	0.04946559032
1226	0.9996113022	0.04940046452
1227	0.9996113022	0.04935369578
1228	0.9996113022	0.04934886748
1229	0.9996113022	0.04933263903
1230	0.9996113022	0.0492478193
1231	0.9996113022	0.04924641321
1232	0.9996113022	0.0492317293
1233	0.9996113022	0.04922166602
1234	0.9996113022	0.04922147133
1235	0.9996113022	0.04922096946
1236	0.9996113022	0.04913633577
1237	0.9996113022	0.04906583222
1238	0.9996113022	0.04903837667
1239	0.9996113022	0.04903550825
1240	0.9996113022	0.04893576233
1241	0.9996113022	0.0489303067
1242	0.9996113022	0.04887551675
1243	0.9996113022	0.04886611974
1244	0.9996113022	0.04880022816
1245	0.9996113022	0.04875604662
1246	0.9996113022	0.04874751922
1247	0.9996113022	0.04867712383
1248	0.9996113022	0.048675761
1249	0.9996113022	0.04867489139
1250	0.9996113022	0.04859361502
1251	0.9996113022	0.04854158966
1252	0.9996113022	0.04854138199
1253	0.9996113022	0.04849989582
1254	0.9996113022	0.04844100008
1255	0.9996113022	0.04843987089
1256	0.9996113022	0.04840739668
1257	0.9996113022	0.04840584781
1258	0.9996113022	0.04839925
1259	0.9996113022	0.04838497277
1260	0.9996113022	0.04838387386
1261	0.9996113022	0.04832758696
1262	0.9996113022	0.04832629336
1263	0.9996113022	0.04832191501
1264	0.9996113022	0.04827321668
1265	0.9996113022	0.04822824341
1266	0.9996113022	0.04822124324
1267	0.9996113022	0.04821875121
1268	0.9996113022	0.04821737541
1269	0.9996113022	0.04819461404
1270	0.9996113022	0.04815597034
1271	0.9996113022	0.0481533615
1272	0.9996113022	0.04810817191
1273	0.9996113022	0.04810796424
1274	0.9996113022	0.04810379356
1275	0.9996113022	0.04810302345
1276	0.9996113022	0.04807610006
1277	0.9996113022	0.04801659429
1278	0.9996113022	0.0479742039
1279	0.9996113022	0.0478876363
1280	0.9996113022	0.04788659363
1281	0.9996113022	0.0478320027
1282	0.9996113022	0.04780872648
1283	0.9996113022	0.04780751076
1284	0.9996113022	0.04771190091
1285	0.9996113022	0.04771059433
1286	0.9996113022	0.04770789896
1287	0.9996113022	0.04769963115
1288	0.9996113022	0.04762347727
1289	0.9996113022	0.04762118859
1290	0.9996113022	0.04761363031
1291	0.9996113022	0.04761346158
1292	0.9996113022	0.04761314142
1293	0.9996113022	0.04753079209
1294	0.9996113022	0.04746331704
1295	0.9996113022	0.04738718479
1296	0.9996113022	0.04736224723
1297	0.9996113022	0.04735432121
1298	0.9996113022	0.04735405729
1299	0.9996113022	0.04725010608
1300	0.9996113022	0.04719318753
1301	0.9996113022	0.04714192795
1302	0.9996113022	0.04714165538
1303	0.9996113022	0.04714082038
1304	0.9996113022	0.04710224158
1305	0.9996113022	0.04703711578
1306	0.9996113022	0.04702781827
1307	0.9996113022	0.04702554257
1308	0.9996113022	0.0470236822
1309	0.9996113022	0.046965708
1310	0.9996113022	0.04696367457
1311	0.9996113022	0.04694142373
1312	0.9996113022	0.04687653156
1313	0.9996113022	0.04679887208
1314	0.9996113022	0.04679752656
1315	0.9996113022	0.04672967944
1316	0.9996113022	0.04672436225
1317	0.9996113022	0.04671205355
1318	0.9996348845	0.04663619819
1319	0.9996348845	0.04663400902
1320	0.9996348845	0.04663183282
1321	0.9996348845	0.04659295117
1322	0.9996348845	0.04657260395
1323	0.9996348845	0.04651138492
1324	0.9996348845	0.04643600115
1325	0.9996348845	0.0463916206
1326	0.9996348845	0.04635309804
1327	0.9996348845	0.04635223275
1328	0.9996113022	0.04628466252
1329	0.9996348845	0.04628256852
1330	0.9996348845	0.04627803875
1331	0.9996348845	0.04627532607
1332	0.9996348845	0.0462721721
1333	0.9996113022	0.04626187087
1334	0.9996348845	0.04624125541
1335	0.9996113022	0.04621473438
1336	0.9996348845	0.04616309407
1337	0.9996348845	0.04615837826
1338	0.9996348845	0.04615734857
1339	0.9996348845	0.04613923812
1340	0.9996348845	0.0461379748
1341	0.9996113022	0.04606804233
1342	0.9996113022	0.04599905303
1343	0.9996348845	0.04599826129
1344	0.9996113022	0.04593923144
1345	0.9996113022	0.04593845701
1346	0.9996348845	0.04585947797
1347	0.9996348845	0.04585916214
1348	0.9996348845	0.04582202836
1349	0.9996348845	0.04582044056
1350	0.9996348845	0.04577658351
1351	0.9996348845	0.04577582206
1352	0.9996348845	0.04577507358
1353	0.9996348845	0.04570736058
1354	0.9996348845	0.04570709234
1355	0.9996348845	0.04570676786
1356	0.9996348845	0.04570582902
1357	0.9996584576	0.04562880986
1358	0.9996584576	0.04555623827
1359	0.9996584576	0.04555532539
1360	0.9996584576	0.04555340445
1361	0.9996584576	0.04554434058
1362	0.9996584576	0.04548730953
1363	0.9996584576	0.04542987181
1364	0.9996584576	0.04542747496
1365	0.9996584576	0.04542641499
1366	0.9996584576	0.04538819095
1367	0.9996584576	0.04538704012
1368	0.9996819851	0.04533188675
1369	0.9996819851	0.04525844554
1370	0.9996819851	0.0452583071
1371	0.9996819851	0.04525632127
1372	0.9996819851	0.04521214838
1373	0.9996819851	0.04520963472
1374	0.9996819851	0.04520874348
1375	0.9996819851	0.04520609138
1376	0.9996819851	0.04519937242
1377	0.9996819851	0.04519863693
1378	0.9996819851	0.04518959901
1379	0.9996819851	0.04518629794
1380	0.9996819851	0.04513977148
1381	0.9996819851	0.04507837074
1382	0.9996819851	0.04507769149
1383	0.9996819851	0.04506311574
1384	0.9996819851	0.04506258359
1385	0.9996819851	0.0450039734
1386	0.9996819851	0.04494747883
1387	0.9996819851	0.04491958632
1388	0.9996819851	0.04482035957
1389	0.9996819851	0.04475430359
1390	0.9996819851	0.04470236043
1391	0.9996819851	0.04470062986
1392	0.9996819851	0.04467050058
1393	0.9996819851	0.04461431752
1394	0.9996819851	0.044523311
1395	0.9996819851	0.04452005752
1396	0.9996819851	0.0444773686
1397	0.9996819851	0.04447719122
1398	0.9996819851	0.0444763216
1399	0.9996819851	0.04447379497
1400	0.9996819851	0.04439578072
1401	0.9996819851	0.04439363914
1402	0.9996819851	0.04437747559
1403	0.9996819851	0.04429709478
1404	0.9996819851	0.04429626411
1405	0.9996819851	0.0442864431
1406	0.9996819851	0.04428471686
1407	0.9996819851	0.04427751767
1408	0.9996819851	0.04427473578
1409	0.9996819851	0.04427343352
1410	0.9996819851	0.04423855382
1411	0.9996819851	0.04423791783
1412	0.9996819851	0.04423446101
1413	0.9996819851	0.04415520508
1414	0.9996819851	0.04414772035
1415	0.9996819851	0.04414237721
1416	0.9996819851	0.0441420657
1417	0.9996819851	0.04406772027
1418	0.9996819851	0.04399076601
1419	0.9996819851	0.04398712315
1420	0.9996819851	0.04393658176
1421	0.9996819851	0.04393581165
1422	0.9996819851	0.04392850431
1423	0.9996819851	0.04392724099
1424	0.9996819851	0.0439263584
1425	0.9996819851	0.04386259975
1426	0.9996819851	0.04380346173
1427	0.9996819851	0.04380274787
1428	0.9996819851	0.04380260077
1429	0.9996819851	0.04379547081
1430	0.9996819851	0.04375264778
1431	0.9996819851	0.04368198414
1432	0.9996819851	0.04367895997
1433	0.9996819851	0.04367870903
1434	0.9996819851	0.04367835427
1435	0.9996819851	0.04367772261
1436	0.9996819851	0.04363125671
1437	0.9996819851	0.04363108798
1438	0.9996819851	0.0435722831
1439	0.9996819851	0.04357147406
1440	0.9996819851	0.04356854507
1441	0.9996819851	0.04351517851
1442	0.9996819851	0.04346966011
1443	0.9996819851	0.04342159344
1444	0.9996819851	0.0434184611
1445	0.9996819851	0.04341602099
1446	0.9996819851	0.04340854491
1447	0.9996819851	0.04335831502
1448	0.9996819851	0.04335291131
1449	0.9996819851	0.04335040198
1450	0.9996819851	0.0432744601
1451	0.9996819851	0.04324259159
1452	0.9996819851	0.04316857064
1453	0.9996819851	0.04311894645
1454	0.9996819851	0.04308373361
1455	0.9996819851	0.04308313224
1456	0.9996819851	0.04308213283
1457	0.9996819851	0.0430336465
1458	0.9996819851	0.04298768247
1459	0.9996819851	0.04298698592
1460	0.9996819851	0.04291854607
1461	0.9996819851	0.04291807881
1462	0.9996819851	0.04286285189
1463	0.9996819851	0.04286118622
1464	0.9996819851	0.04279507399
1465	0.9996819851	0.04268228388
1466	0.9996819851	0.04257569354
1467	0.9996819851	0.04257420093
1468	0.9996819851	0.04250985821
1469	0.9996819851	0.04244556741
1470	0.9996819851	0.04244466319
1471	0.9996819851	0.04244270331
1472	0.9996819851	0.04240916913
1473	0.9996819851	0.04234717567
1474	0.9996819851	0.04229794519
1475	0.9996819851	0.04227923336
1476	0.9996819851	0.0422770788
1477	0.9996819851	0.04227573328
1478	0.9996819851	0.04227505835
1479	0.9996819851	0.04217027647
1480	0.9996819851	0.04215896717
1481	0.9996819851	0.04211943223
1482	0.9996819851	0.0421192635
1483	0.9996819851	0.04211861453
1484	0.9996819851	0.04211847176
1485	0.9996819851	0.04204428208
1486	0.9996819851	0.04204290195
1487	0.9996819851	0.04198288567
1488	0.9996819851	0.04198272992
1489	0.9996819851	0.04198239246
1490	0.9996819851	0.04197776317
1491	0.9997166568	0.04197156339
1492	0.9997166568	0.0418888766
1493	0.9997166568	0.041886748
1494	0.9997166568	0.04187080942
1495	0.9997166568	0.04180347714
1496	0.9997166568	0.04180289307
1497	0.9997166568	0.04180077744
1498	0.9997166568	0.04174365987
1499	0.9997166568	0.04174221052
1500	0.9997166568	0.04170190547
1501	0.9997166568	0.0416506978
1502	0.9997166568	0.04164991472
1503	0.9997166568	0.04164927441
1504	0.9997166568	0.0416406648
1505	0.9997166568	0.04164037493
1506	0.9997166568	0.04158963452
1507	0.9997166568	0.04158950906
1508	0.9997166568	0.04158152679
1509	0.9997166568	0.04154676822
1510	0.9997166568	0.04147863123
1511	0.9997166568	0.04147676221
1512	0.9997166568	0.04142803792
1513	0.9997166568	0.0414274625
1514	0.9997166568	0.04137941313
1515	0.9997166568	0.04131294182
1516	0.9997166568	0.04124785063
1517	0.9997166568	0.04122654294
1518	0.9997166568	0.04119309962
1519	0.9997166568	0.04115359063
1520	0.9997166568	0.04115279889
1521	0.9997166568	0.04109958376
1522	0.9997166568	0.04109881798
1523	0.9997166568	0.04108053448
1524	0.9997166568	0.04108041334
1525	0.9997166568	0.04102697323
1526	0.9997166568	0.04098065011
1527	0.9997401843	0.04097735337
1528	0.9997401843	0.04097372349
1529	0.9997166568	0.04094391004
1530	0.9997401843	0.04094358989
1531	0.9997401843	0.04094279815
1532	0.9997401843	0.04094008548
1533	0.9997401843	0.0409378141
1534	0.9997401843	0.0409376021
1535	0.9997401843	0.04088201176
1536	0.9997401843	0.04082864088
1537	0.9997401843	0.04082850676
1538	0.9997401843	0.0408282342
1539	0.9997401843	0.04075792101
1540	0.9997401843	0.04070039675
1541	0.9997401843	0.0406655257
1542	0.9997401843	0.04060161563
1543	0.9997401843	0.04060141661
1544	0.9997401843	0.04059663158
1545	0.9997401843	0.04059339108
1546	0.9997401843	0.04059098126
1547	0.9997401843	0.04058351816
1548	0.9997401843	0.04058147176
1549	0.9997401843	0.04057531524
1550	0.9997401843	0.04057117052
1551	0.9997401843	0.04057042205
1552	0.9997401843	0.04056971251
1553	0.9997804809	0.04056591823
1554	0.9997804809	0.04056571489
1555	0.9997804809	0.04056526061
1556	0.9997804809	0.04055095742
1557	0.9997804809	0.04055031278
1558	0.9997804809	0.04055012242
1559	0.9997804809	0.04049281016
1560	0.9997804809	0.04048805541
1561	0.9997804809	0.04044520642
1562	0.9997804809	0.04044494683
1563	0.9997804809	0.04044284418
1564	0.9997804809	0.04044261056
1565	0.9997804809	0.04044187939
1566	0.9997804809	0.04041987948
1567	0.9997804809	0.04041121363
1568	0.9998040173	0.04041004982
1569	0.9998040173	0.04040706891
1570	0.9998040173	0.04035280678
1571	0.9998040173	0.04030566597
1572	0.9998040173	0.04026363467
1573	0.9998040173	0.04026215503
1574	0.9998275354	0.04022742242
1575	0.9998275354	0.04017721849
1576	0.9998275354	0.04017598546
1577	0.9998275354	0.04012299098
1578	0.9998275354	0.04012244152
1579	0.9998275354	0.04006280164
1580	0.9998275354	0.0400541704
1581	0.9998275354	0.03999293407
1582	0.9998275354	0.03999198225
1583	0.9998275354	0.039933411
1584	0.9998275354	0.0398749133
1585	0.9998275354	0.03987154301
1586	0.9998275354	0.03986970427
1587	0.9998275354	0.0398691678
1588	0.9998275354	0.0398167271
1589	0.9998275354	0.03981602622
1590	0.9998275354	0.03976526418
1591	0.9998275354	0.03976492239
1592	0.9998510627	0.03968673941
1593	0.9998510627	0.0396428564
1594	0.9998510627	0.03961425002
1595	0.9998510627	0.0395897278
1596	0.9998510627	0.03955766893
1597	0.9998510627	0.03951250962
1598	0.9998510627	0.03945662941
1599	0.9998510627	0.03945594583
1600	0.9998510627	0.03945435371
1601	0.9998510627	0.03942663425
1602	0.9998510627	0.03936794618
1603	0.9998510627	0.03932554714
1604	0.9998510627	0.03927048462
1605	0.9998510627	0.03925853934
1606	0.9998510627	0.03925191125
1607	0.9998510627	0.0392500379
1608	0.9998510627	0.03924230656
1609	0.9998510627	0.03920556217
1610	0.9998510627	0.03914155259
1611	0.9998510627	0.03913812605
1612	0.9998510627	0.03908766254
1613	0.9998510627	0.03908724287
1614	0.9998510627	0.03908659823
1615	0.9998510627	0.03902898745
1616	0.9998510627	0.03899987921
1617	0.9998510627	0.03899758187
1618	0.9998510627	0.03899704539
1619	0.9998510627	0.038960089
1620	0.9998510627	0.03895514389
1621	0.9998510627	0.03891356254
1622	0.9998510627	0.03891298712
1623	0.9998510627	0.03886729566
1624	0.9998510627	0.03877199732
1625	0.9998510627	0.03877149978
1626	0.9998510627	0.03868014281
1627	0.9998510627	0.03862984803
1628	0.9998510627	0.03862774106
1629	0.9998510627	0.03861825319
1630	0.9998510627	0.038615653
1631	0.9998510627	0.03858048775
1632	0.9998510627	0.03853246002
1633	0.9998510627	0.03853123131
1634	0.9998510627	0.0384964814
1635	0.9998510627	0.03849594492
1636	0.9998510627	0.03843328952
1637	0.9998510627	0.03839500923
1638	0.9998510627	0.03839420884
1639	0.9998510627	0.03838802637
1640	0.9998510627	0.03835625737
1641	0.9998510627	0.03835609297
1642	0.9998510627	0.03835405954
1643	0.9998510627	0.03835368747
1644	0.9998510627	0.03830873583
1645	0.9998510627	0.03830753308
1646	0.9998510627	0.03825919384
1647	0.9998510627	0.03820566289
1648	0.9998510627	0.03814949713
1649	0.9998510627	0.03808496838
1650	0.9998510627	0.03802063432
1651	0.9998510627	0.0380201238
1652	0.9998510627	0.03800827802
1653	0.9998510627	0.03800354923
1654	0.9998510627	0.03797865061
1655	0.9998510627	0.03797618454
1656	0.9998510627	0.0379728878
1657	0.9998510627	0.03791509098
1658	0.9998510627	0.03791357673
1659	0.9998510627	0.03791321331
1660	0.9998510627	0.03791262924
1661	0.9998510627	0.03787555171
1662	0.9998510627	0.03787109115
1663	0.9998510627	0.0378600674
1664	0.9998510627	0.0378352207
1665	0.9998510627	0.03778999216
1666	0.9998745716	0.03773458353
1667	0.9998745716	0.03769833235
1668	0.9998745716	0.03766496257
1669	0.9998745716	0.03766376848
1670	0.9998745716	0.03761311027
1671	0.9998745716	0.03761243102
1672	0.9998745716	0.03760646487
1673	0.9998745716	0.03757426323
1674	0.9998745716	0.03752765456
1675	0.9998745716	0.03751861232
1676	0.9998745716	0.03751608568
1677	0.9998745716	0.03751539345
1678	0.9998745716	0.03747416687
1679	0.9998745716	0.0374725185
1680	0.9998745716	0.03747181761
1681	0.9998745716	0.03747116432
1682	0.9998745716	0.03746817908
1683	0.9998745716	0.0374677075
1684	0.9998745716	0.03742760579
1685	0.9998745716	0.03742234918
1686	0.9998745716	0.03742035902
1687	0.9998745716	0.03738374874
1688	0.9998745716	0.03735633213
1689	0.9998745716	0.03733204786
1690	0.9998745716	0.0373314162
1691	0.9998745716	0.03733129506
1692	0.9998745716	0.03732826656
1693	0.9998745716	0.03732669607
1694	0.9998745716	0.03727470099
1695	0.9998745716	0.03726889492
1696	0.9998745716	0.03726822865
1697	0.9998745716	0.03726802531
1698	0.9998745716	0.03726764458
1699	0.9998745716	0.03719550563
