iter	Passed	Remaining
400	18679	74486
401	18721	74419
402	18772	74392
403	18816	74332
404	18859	74275
405	18904	74220
406	18953	74184
407	19002	74145
408	19048	74096
409	19093	74044
410	19142	74009
411	19192	73975
412	19233	73905
413	19274	73838
414	19318	73782
415	19363	73729
416	19405	73665
417	19451	73616
418	19496	73565
419	19539	73504
420	19584	73452
421	19630	73404
422	19674	73349
423	19720	73301
424	19764	73245
425	19810	73197
426	19859	73159
427	19900	73093
428	19947	73047
429	19990	72990
430	20037	72942
431	20079	72882
432	20122	72822
433	20180	72816
434	20221	72749
435	20265	72694
436	20305	72627
437	20351	72577
438	20399	72535
439	20442	72477
440	20487	72428
441	20535	72385
442	20578	72325
443	20623	72276
444	20665	72212
445	20712	72170
446	20758	72121
447	20804	72072
448	20851	72029
449	20895	71974
450	20939	71916
451	20982	71859
452	21024	71799
453	21065	71735
454	21109	71678
455	21156	71633
456	21197	71572
457	21246	71533
458	21293	71489
459	21344	71456
460	21385	71394
461	21429	71339
462	21482	71314
463	21527	71262
464	21570	71205
465	21613	71147
466	21658	71095
467	21702	71042
468	21746	70987
469	21790	70935
470	21834	70880
471	21874	70812
472	21921	70768
473	21969	70728
474	22019	70692
475	22065	70647
476	22112	70603
477	22160	70561
478	22206	70513
479	22252	70467
480	22296	70412
481	22347	70380
482	22392	70330
483	22437	70279
484	22480	70223
485	22523	70167
486	22570	70122
487	22616	70073
488	22655	70005
489	22697	69946
490	22741	69891
491	22786	69842
492	22832	69794
493	22883	69762
