iter	TotalF1:average=Macro	MultiClass
883	0.99995277	0.03227334266
884	0.99995277	0.03222210211
885	0.99995277	0.03216287821
886	0.99995277	0.03212914738
887	0.99995277	0.03208021307
888	0.99995277	0.03202023425
889	0.99995277	0.03195338925
890	0.99995277	0.03192826396
891	0.99995277	0.03187551633
892	0.99995277	0.03180177474
893	0.99995277	0.03177205632
894	0.99995277	0.03171360946
895	0.99995277	0.03166121579
896	0.99995277	0.03160643569
897	0.99995277	0.03156086395
898	0.99995277	0.03150465973
899	0.99995277	0.03147186357
900	0.99995277	0.03141573124
901	0.99995277	0.03137103333
902	0.99995277	0.03134808985
903	0.99995277	0.03132055047
904	0.99995277	0.03128990292
905	0.99995277	0.03126541918
906	0.99995277	0.03122462307
907	0.99995277	0.03117635242
908	0.99995277	0.03113196146
909	0.99995277	0.03107694078
910	0.99995277	0.03103689129
911	0.99995277	0.03098471608
912	0.99995277	0.0309259208
913	0.99995277	0.03090278374
914	0.99995277	0.03083857681
915	0.99995277	0.03079559061
916	0.99995277	0.03074839565
917	0.99995277	0.03068129901
918	0.99995277	0.03068022885
919	0.99995277	0.03063450226
920	0.99995277	0.03059982847
921	0.99995277	0.03056437211
922	0.99995277	0.03051401645
923	0.99995277	0.03047566761
924	0.99995277	0.03043536649
925	0.99995277	0.03039585624
926	0.99995277	0.030370695
927	0.99995277	0.030307879
928	0.99995277	0.03025548257
929	0.99995277	0.03021846659
930	0.99995277	0.0301676353
931	0.99995277	0.03012751945
932	0.99995277	0.03006332359
933	0.99995277	0.03002040928
934	0.99995277	0.02998298957
935	0.99995277	0.02994198884
936	0.99995277	0.02987589599
937	0.99995277	0.02984005803
938	0.99995277	0.0298051243
939	0.99995277	0.02975613192
940	0.99995277	0.02974961693
941	0.99995277	0.02970961999
942	0.99995277	0.02966265179
943	0.99995277	0.02962651241
944	0.99995277	0.02957781867
945	0.99995277	0.02951984191
946	0.99995277	0.02948202954
947	0.99995277	0.02944071632
948	0.99995277	0.02940290672
949	0.99995277	0.02937970053
950	0.99995277	0.02936139993
951	0.99995277	0.02931830588
952	0.99995277	0.02926008854
953	0.99995277	0.02922997193
954	0.99995277	0.02920205924
955	0.99995277	0.02916449298
956	0.99995277	0.02912517629
957	0.99995277	0.02909692624
958	0.99995277	0.0290632922
959	0.99995277	0.02902278091
960	0.99995277	0.02899757543
961	0.99995277	0.02896108209
962	0.99995277	0.0289088018
963	0.99995277	0.02885996703
964	0.99995277	0.02881587195
965	0.99995277	0.02877175199
966	0.99995277	0.02874418219
967	0.99995277	0.02869721676
968	0.99995277	0.02864579923
969	0.99995277	0.02858932954
970	0.99995277	0.02855734084
971	0.99995277	0.02849926176
972	0.99995277	0.02844085362
973	0.99995277	0.02840701218
974	0.99995277	0.02838562277
975	0.99995277	0.02834521104
976	0.99995277	0.02828893216
977	0.99995277	0.02824740325
978	0.99995277	0.02821821301
