iter	TotalF1:average=Weighted	MultiClass
68	0.9832255634	0.2981636399
69	0.9837049241	0.291191217
70	0.9839981746	0.2858081362
71	0.9839981746	0.2813289716
72	0.9854733082	0.2758336036
73	0.9873536652	0.2706912465
74	0.9871665317	0.2636484696
75	0.9871546136	0.2569574972
76	0.9875815562	0.2505957167
77	0.9877931978	0.2447712774
78	0.9879803312	0.2393712717
79	0.9880545011	0.2337477084
80	0.9885335564	0.2291371083
81	0.9885340636	0.2240510758
82	0.9885340636	0.2193130044
83	0.9887802701	0.2154545131
84	0.9887802701	0.2116559829
85	0.9893239718	0.2076745186
86	0.9893239718	0.2043230518
87	0.9898262586	0.201019516
88	0.9898262586	0.1979024993
89	0.9902267483	0.1949258805
90	0.9902267483	0.1915344108
91	0.9902267483	0.1883240139
92	0.9906998854	0.1846993868
93	0.9906998854	0.1820325185
94	0.9906998854	0.1794808847
95	0.9906998854	0.1765417695
96	0.9910897161	0.173736296
97	0.992152474	0.1714599252
98	0.992152474	0.1694817919
99	0.992152474	0.1673337371
100	0.992152474	0.1646447044
101	0.9924964529	0.1622865871
102	0.9924964529	0.1603477156
103	0.9924964529	0.1581360112
104	0.9924964529	0.1562916919
105	0.9927725658	0.153871304
106	0.9927725658	0.1515485533
107	0.9927725658	0.1492945021
108	0.9930945687	0.1477347528
109	0.9930945687	0.1451268978
110	0.9930945687	0.1431530475
111	0.9930945687	0.1419984714
112	0.993117565	0.1397921358
113	0.993117565	0.138433366
114	0.9934955756	0.1370319649
115	0.9936498331	0.1355601237
116	0.9942836899	0.1342266896
117	0.9945523153	0.1329772597
118	0.9945523153	0.1313857891
119	0.9946780072	0.1298066244
120	0.9946780072	0.1284974315
121	0.9948176719	0.1274042989
122	0.9948176719	0.1261082134
123	0.9948176719	0.1243722086
124	0.9948176719	0.1232768785
125	0.9948592924	0.1223521939
126	0.9948592924	0.121224453
127	0.9948592924	0.1198116336
128	0.9948592924	0.1183789852
129	0.9948592924	0.1171052106
130	0.9948592924	0.1155997263
131	0.9948592924	0.1136951097
132	0.9950199447	0.1122144441
133	0.9950199447	0.1109680993
134	0.9951239933	0.1100464309
135	0.9952786919	0.1088525328
136	0.9951239933	0.1078939293
137	0.9951239933	0.1067424987
138	0.9951239933	0.10593653
139	0.9953827404	0.1047791791
140	0.9956092578	0.103977726
141	0.9959050157	0.1031238866
142	0.9959050157	0.1021619051
143	0.9959050157	0.1009095452
144	0.9959050157	0.09990980141
145	0.9959050157	0.09902824784
146	0.9961983077	0.09808267419
147	0.9961983077	0.09722275077
148	0.9961983077	0.09670833237
149	0.9963791146	0.09549022745
150	0.9963791146	0.09492638717
151	0.9963791146	0.09403333773
152	0.9963791146	0.09314282186
153	0.9963791146	0.09229708299
154	0.9968059746	0.09147738648
155	0.9968059746	0.0907201244
156	0.9968059746	0.08964593323
157	0.9968059746	0.08861963
158	0.9970785765	0.08773433639
159	0.9970785765	0.08724116035
160	0.9970785765	0.0866929093
161	0.9970785765	0.08586057939
162	0.9970785765	0.08521059769
163	0.9970785765	0.08447789574
164	0.9970785765	0.08382863792
165	0.9970785765	0.0832568867
166	0.9970785765	0.0827572647
167	0.9970785765	0.08236682756
168	0.9972233999	0.08194335059
169	0.9972233999	0.0813108195
170	0.9972233999	0.08058732976
171	0.9972233999	0.08000959793
172	0.9974095801	0.07937942806
173	0.9974095801	0.07869376092
174	0.9974095801	0.07799479684
175	0.9974095801	0.07747963732
176	0.9974095801	0.07669833217
177	0.9974095801	0.07634286521
178	0.9976843542	0.07563241388
179	0.9976843542	0.07525722126
180	0.9976843542	0.07468765029
181	0.9976843542	0.07426512125
182	0.9976843542	0.07371138079
183	0.9976843542	0.07302090503
184	0.9976843542	0.0723431316
185	0.9976843542	0.07187052575
186	0.9976843542	0.07121089665
187	0.9976843542	0.07087690042
188	0.9976843542	0.07031839443
189	0.9981838886	0.06978488807
190	0.9981838886	0.06935828291
191	0.9981838886	0.06882821497
192	0.9981838886	0.06855257274
193	0.9983694288	0.06834678901
194	0.9983694288	0.06769763029
195	0.9983694288	0.06743413456
196	0.9983694288	0.06719126072
197	0.9983694288	0.06693699873
198	0.9983694288	0.06668894572
199	0.9983694288	0.0661172462
200	0.9983694288	0.0658501397
201	0.9983694288	0.06526023983
202	0.9985634736	0.06479843182
203	0.9985401514	0.06414745478
204	0.9985401514	0.0641135101
205	0.9985401514	0.0638897156
206	0.9987341963	0.06367132434
207	0.9987341963	0.06314427255
208	0.9987341963	0.06311363702
209	0.9987341963	0.0625452682
210	0.9989044363	0.06175545318
211	0.9989044363	0.06139219161
212	0.9989044363	0.061127386
213	0.9989044363	0.06081921238
214	0.9989044363	0.06050117161
215	0.9989044363	0.05996772127
216	0.9989044363	0.05965438571
217	0.9989044363	0.05946330789
218	0.9989384842	0.05928511337
219	0.9989384842	0.05893505395
220	0.9989384842	0.05858757981
221	0.9989384842	0.05815983281
222	0.9989384491	0.05803194347
223	0.9989384491	0.05767508909
224	0.9989384491	0.05764961549
225	0.9989384491	0.05747429494
226	0.9989384491	0.05721460818
227	0.9989384842	0.05680164035
228	0.9989384842	0.05668144652
229	0.9989384491	0.05665853235
230	0.9989384842	0.05639655762
231	0.9991467604	0.05637404417
232	0.9991467604	0.05635268978
233	0.9991467604	0.05593921352
234	0.9991467604	0.05591996183
235	0.9991467604	0.05590086525
236	0.9991467253	0.05588353097
237	0.9991467604	0.05540868454
238	0.9991467604	0.05539150106
239	0.9991467253	0.05537592477
240	0.9991467604	0.0551368556
241	0.9991467253	0.05512208505
242	0.9991467604	0.05471891542
243	0.9991467604	0.05440364952
244	0.9991467604	0.05416028017
245	0.9991467604	0.05414558287
246	0.9991467604	0.05399181491
247	0.9991467604	0.05368305098
248	0.9991467604	0.0536690991
249	0.9991467604	0.05365637954
250	0.9992449458	0.05333828276
251	0.9992449458	0.05306756549
252	0.9992449458	0.0530550786
253	0.9992449458	0.05282898752
254	0.9992449458	0.05281771571
255	0.9993758519	0.05280641805
256	0.9993758519	0.05279565037
257	0.9993758519	0.05278539975
258	0.9993758519	0.05277560586
259	0.9993758519	0.052681756
260	0.9993758519	0.05267286695
261	0.9993758519	0.05266408563
262	0.9993758519	0.05265567917
263	0.9993758519	0.05264765619
264	0.9993758519	0.05263999085
265	0.9993758519	0.05263264866
266	0.9993758519	0.05262537111
267	0.9993758519	0.05261860199
268	0.9993758519	0.05261225083
269	0.9993758519	0.05260603324
270	0.9993758519	0.05227189912
271	0.9993758519	0.05226587974
272	0.9993758519	0.05188928245
273	0.9993758519	0.05151111245
274	0.9993758519	0.05150535159
275	0.9993758519	0.05136182564
276	0.9993758519	0.0511745611
277	0.9993758519	0.05116895536
278	0.9993758519	0.05116357798
279	0.9993758519	0.05115845052
280	0.9993758519	0.0511534911
281	0.9993758519	0.05114871264
282	0.9993758519	0.05114412378
283	0.9993758168	0.05113973311
284	0.9993758168	0.05113550188
285	0.9993758168	0.05113131373
286	0.9993758168	0.05112737118
287	0.9993758168	0.05112357082
288	0.9993758168	0.05111979632
289	0.9993758168	0.05111622864
290	0.9993758168	0.05095497199
291	0.9993758168	0.05095166284
292	0.9993758168	0.05067672725
293	0.9993758519	0.05051525948
294	0.9993758519	0.0502926025
295	0.9993758519	0.05028925026
296	0.9993758519	0.05028603159
297	0.9993758519	0.0502827526
298	0.9993758519	0.05002923603
299	0.9993758168	0.05002601737
300	0.9993758168	0.05001992473
301	0.9993758168	0.05001689134
302	0.9993758168	0.05001405184
303	0.9993758168	0.05001132437
304	0.9993758168	0.0500085452
305	0.9993758168	0.04974183942
306	0.9993758168	0.04973907317
307	0.9993758168	0.04973647497
308	0.9993758168	0.04973396725
309	0.9993758168	0.04973154571
310	0.9993758168	0.04972920172
311	0.9993758168	0.04972690944
312	0.9993758168	0.04972470334
313	0.9993758168	0.04938894912
314	0.9993758168	0.04938669993
315	0.9993758168	0.04938452399
316	0.9993758168	0.04917203577
317	0.9993758168	0.04916980381
318	0.9993758168	0.04916770974
319	0.9993758168	0.04916565444
320	0.9993758168	0.04916367671
321	0.9993758168	0.04916174206
322	0.9993758168	0.04915987204
323	0.9993758168	0.04915770472
324	0.9993758168	0.04915590364
325	0.9993758168	0.04915416289
326	0.9993758168	0.04900801718
327	0.9993758168	0.04900636261
328	0.9993758168	0.0490047425
329	0.9993758168	0.0490031741
330	0.9993758168	0.04879801945
331	0.9993758168	0.04879642089
332	0.9993758168	0.04879449486
333	0.9993758168	0.04879261622
334	0.9993758168	0.04879112107
335	0.9993758168	0.04878962592
336	0.9993758168	0.04864972366
337	0.9993758168	0.04864831037
338	0.9993758168	0.04864692725
339	0.9993758168	0.04864556998
340	0.9993758168	0.04864422994
341	0.9993758168	0.048642933
342	0.9993758168	0.04864164898
343	0.9993758168	0.04863998147
344	0.9993758168	0.04850511619
345	0.9993758168	0.04850388388
346	0.9993758168	0.0485026688
347	0.9993758168	0.0485014925
348	0.9993758168	0.04850031189
349	0.9993758168	0.04849874349
