iter	Passed	Remaining
642	60260	99059
643	60333	98931
644	60419	98825
645	60511	98728
646	60615	98652
647	60703	98550
648	60811	98479
649	60897	98372
650	61004	98300
651	61115	98234
652	61199	98125
653	61296	98036
654	61379	97926
655	61460	97812
656	61536	97690
657	61619	97579
658	61717	97492
659	61808	97395
660	61880	97267
661	61955	97144
662	62035	97029
663	62118	96920
664	62191	96793
665	62264	96668
666	62335	96540
667	62416	96427
668	62504	96326
669	62580	96205
670	62661	96092
671	62763	96012
672	62835	95887
673	62913	95771
674	62990	95651
675	63101	95584
676	63201	95502
677	63292	95405
678	63384	95310
679	63458	95188
680	63535	95070
681	63609	94948
682	63682	94824
683	63783	94742
684	63887	94665
685	63967	94551
686	64053	94448
687	64124	94323
688	64214	94224
689	64301	94122
690	64391	94023
691	64489	93938
692	64572	93831
693	64654	93720
694	64743	93621
695	64813	93495
696	64897	93389
697	64971	93268
698	65053	93160
699	65144	93064
700	65270	93017
701	65373	92938
702	65458	92834
703	65533	92715
704	65625	92620
705	65703	92506
706	65782	92393
707	65858	92276
708	65951	92183
709	66041	92086
710	66129	91986
711	66201	91864
712	66280	91751
713	66373	91658
714	66458	91554
715	66556	91469
716	66646	91371
717	66726	91260
718	66815	91162
719	66888	91043
720	66959	90919
721	67058	90835
722	67140	90727
723	67231	90633
724	67317	90530
725	67412	90441
726	67513	90358
727	67612	90273
728	67684	90153
729	67759	90037
730	67857	89951
731	67941	89845
732	68028	89745
733	68100	89624
734	68179	89514
735	68258	89403
736	68333	89288
737	68406	89169
738	68506	89086
739	68610	89008
740	68689	88897
741	68778	88800
742	68850	88680
743	68934	88577
744	69036	88496
745	69114	88384
746	69202	88286
747	69288	88185
748	69381	88093
749	69465	87989
750	69553	87890
751	69631	87780
752	69704	87662
753	69814	87592
754	69885	87472
755	69965	87364
756	70047	87258
757	70121	87142
758	70226	87066
759	70297	86946
760	70397	86863
761	70484	86763
762	70569	86662
763	70660	86568
764	70756	86480
765	70840	86377
766	70930	86281
767	71037	86206
768	71107	86087
769	71187	85979
770	71264	85868
771	71341	85757
772	71435	85667
773	71530	85577
774	71612	85472
775	71702	85377
776	71809	85302
777	71910	85220
778	72023	85152
779	72111	85055
780	72186	84941
781	72270	84838
782	72349	84730
783	72422	84616
784	72514	84523
785	72595	84417
786	72679	84315
787	72756	84205
788	72839	84101
789	72938	84017
790	73024	83918
791	73101	83808
792	73195	83717
793	73294	83633
794	73374	83526
795	73456	83422
796	73551	83333
797	73641	83239
798	73723	83135
799	73833	83062
800	73921	82965
801	74022	82883
802	74109	82785
803	74191	82681
804	74274	82578
805	74362	82480
806	74462	82398
807	74536	82285
808	74615	82178
809	74706	82085
810	74780	81972
811	74872	81879
812	74956	81778
813	75059	81698
814	75141	81594
815	75214	81482
816	75288	81370
817	75368	81264
818	75461	81173
819	75571	81101
820	75665	81010
821	75748	80908
822	75823	80798
823	75917	80708
824	76001	80607
825	76075	80496
826	76172	80408
827	76272	80325
828	76348	80216
829	76434	80118
830	76534	80033
831	76609	79924
832	76682	79812
833	76770	79715
834	76872	79633
835	76943	79520
836	77050	79444
837	77127	79336
838	77198	79222
839	77278	79118
840	77359	79015
841	77442	78914
842	77522	78810
843	77627	78731
844	77708	78628
845	77788	78523
846	77861	78412
847	77940	78307
848	78017	78200
849	78106	78106
850	78211	78027
851	78299	77931
852	78377	77826
853	78460	77725
854	78539	77620
855	78621	77519
856	78698	77412
857	78775	77306
858	78850	77197
859	78926	77091
860	79009	76991
861	79097	76895
862	79194	76808
863	79291	76721
864	79384	76631
865	79473	76536
866	79566	76446
867	79640	76337
868	79714	76228
869	79798	76129
870	79869	76017
871	79958	75924
872	80031	75814
873	80106	75706
874	80196	75613
875	80269	75504
876	80344	75397
877	80448	75317
878	80521	75207
879	80597	75102
880	80686	75008
881	80778	74917
882	80871	74826
883	80958	74730
884	81033	74624
885	81106	74515
886	81193	74419
887	81270	74315
888	81350	74212
889	81463	74141
890	81546	74041
891	81624	73938
892	81706	73837
893	81785	73734
894	81869	73636
895	81961	73546
896	82048	73449
897	82145	73363
898	82222	73259
899	82305	73160
900	82383	73056
901	82488	72977
902	82576	72882
903	82677	72800
904	82769	72708
905	82857	72614
906	82928	72505
907	83007	72403
908	83091	72305
909	83174	72206
910	83268	72117
911	83359	72025
912	83441	71926
913	83523	71826
914	83598	71721
915	83672	71615
916	83750	71512
917	83822	71404
918	83926	71324
919	84010	71226
920	84088	71124
921	84174	71027
922	84246	70920
923	84325	70818
924	84400	70714
925	84480	70613
926	84585	70533
927	84666	70433
928	84739	70327
929	84809	70218
930	84903	70130
931	84983	70029
932	85073	69936
933	85144	69829
934	85217	69723
935	85290	69617
936	85366	69514
937	85437	69406
938	85509	69299
939	85593	69203
940	85709	69132
941	85793	69035
942	85872	68934
943	85951	68833
944	86048	68747
945	86129	68648
946	86202	68543
947	86282	68443
948	86360	68341
949	86455	68254
950	86529	68150
951	86603	68045
952	86683	67946
953	86757	67841
954	86848	67750
955	86928	67651
956	87011	67554
957	87090	67454
958	87168	67353
959	87254	67258
960	87328	67154
961	87407	67054
962	87489	66956
963	87561	66852
964	87648	66758
965	87725	66657
966	87810	66561
967	87895	66466
968	87979	66370
969	88059	66271
970	88130	66166
971	88216	66071
972	88328	65996
973	88408	65897
974	88514	65818
975	88587	65714
976	88666	65614
977	88749	65518
978	88822	65414
979	88915	65325
980	89014	65240
981	89121	65162
982	89207	65067
983	89309	64985
984	89391	64888
985	89475	64792
986	89564	64700
987	89648	64604
988	89732	64509
989	89808	64408
990	89880	64304
991	89966	64210
992	90051	64115
993	90134	64019
994	90214	63921
995	90294	63822
996	90365	63718
997	90472	63639
998	90551	63540
999	90648	63453
1000	90747	63369
1001	90825	63269
1002	90923	63183
1003	91002	63085
1004	91089	62992
1005	91185	62905
1006	91273	62812
1007	91345	62709
1008	91422	62609
1009	91522	62525
1010	91612	62434
1011	91693	62337
1012	91770	62237
1013	91858	62144
1014	91929	62040
1015	92006	61941
1016	92085	61842
1017	92175	61752
1018	92255	61654
1019	92337	61558
1020	92414	61458
1021	92491	61359
1022	92574	61263
1023	92647	61161
1024	92773	61094
1025	92880	61014
1026	92989	60936
1027	93074	60842
1028	93145	60739
1029	93221	60639
1030	93306	60544
1031	93386	60448
1032	93465	60350
1033	93545	60252
1034	93637	60163
