iter	TotalF1:average=Weighted	MultiClass
184	0.9952335542	0.08493649802
185	0.9952335542	0.08421260325
186	0.9952335542	0.08353525208
187	0.9952335542	0.08288225422
188	0.9952335542	0.08209192645
189	0.9952335542	0.08124507591
190	0.9952335542	0.08064412829
191	0.9952335542	0.07999117352
192	0.9952335542	0.07997399866
193	0.9952335542	0.07995813368
194	0.9952335542	0.07994345793
195	0.9952335542	0.07992984213
196	0.9952335542	0.07943362408
197	0.9957738556	0.07942072355
198	0.9957738556	0.07940877957
199	0.9957738556	0.07859318503
200	0.9957738556	0.07813276445
201	0.9957738556	0.07812216481
202	0.9957738556	0.07737501117
203	0.9957738556	0.07736525606
204	0.9957738556	0.07735624206
205	0.9957738556	0.07734790885
206	0.9957738556	0.07734016164
207	0.9957738556	0.0770029295
208	0.9957738556	0.07699557008
209	0.9957738556	0.07698873633
210	0.9957738556	0.07698237655
211	0.9957738556	0.07697644764
212	0.9957738556	0.07634067635
213	0.9957738556	0.07633503183
214	0.9957738556	0.07632978371
215	0.9957738556	0.07632491478
216	0.9957738556	0.07632038192
217	0.9961221619	0.07631612483
218	0.9961221619	0.07581027232
219	0.9961221619	0.0758062479
220	0.9961221619	0.07580245616
221	0.9961221619	0.07548011522
222	0.9961221619	0.07547638381
223	0.9961221619	0.07547291092
224	0.9961221619	0.07546966209
225	0.9961221619	0.07546667178
226	0.9961221619	0.07546382798
227	0.9961221619	0.07546116514
228	0.9961221619	0.07545868328
229	0.9961221619	0.07545636514
230	0.9961221619	0.07545418489
231	0.9961221619	0.07545215114
232	0.9961221619	0.0754502208
233	0.9961221619	0.07544842834
234	0.9961221619	0.07544673068
235	0.9961221619	0.07544509334
236	0.9961221619	0.07544358526
237	0.9961221619	0.07544215474
238	0.9961221619	0.07544078454
239	0.9961221619	0.07543950052
240	0.9961221619	0.07543828544
241	0.9961221619	0.07543712207
242	0.9961221619	0.07543605349
243	0.9961221619	0.07543495905
244	0.9961221619	0.07543397665
245	0.9961221619	0.07543302871
246	0.9961221619	0.07543208939
247	0.9961221619	0.07543121902
248	0.9961221619	0.07543038311
249	0.9961221619	0.07542959891
250	0.9961221619	0.07542882333
251	0.9961221619	0.07542809083
252	0.9961221619	0.07542736696
253	0.9961221619	0.07542666031
254	0.9961221619	0.07542597091
255	0.9961221619	0.07542532459
256	0.9961221619	0.07542471274
257	0.9961221619	0.07542410951
258	0.9961221619	0.07542350628
259	0.9961221619	0.07542290304
260	0.9961221619	0.07542232567
261	0.9961221619	0.07542178276
262	0.9961221619	0.07542124847
263	0.9961221619	0.07542067971
264	0.9961221619	0.0754201885
265	0.9961221619	0.0754196973
266	0.9961221619	0.07541918886
267	0.9961221619	0.07541867181
268	0.9961221619	0.07541819784
269	0.9961221619	0.07541767217
270	0.9961221619	0.07541724991
271	0.9961221619	0.07541677594
272	0.9961221619	0.07541629335
273	0.9961221619	0.07541586247
274	0.9961221619	0.07541540574
275	0.9961221619	0.07541496624
276	0.9961221619	0.0754145526
277	0.9961221619	0.07541409587
278	0.9961221619	0.07541364775
279	0.9961221619	0.07541322549
280	0.9961221619	0.07541281185
281	0.9961221619	0.07541240682
282	0.9961221619	0.07541195009
283	0.9961221619	0.0754115623
284	0.9961221619	0.07541114865
285	0.9961221619	0.0754106833
286	0.9961221619	0.07541027828
287	0.9961221619	0.07540990772
288	0.9961221619	0.07540952854
289	0.9961221619	0.07540909767
290	0.9961221619	0.07540872711
291	0.9961221619	0.07540830485
292	0.9961221619	0.07540788259
293	0.9961221619	0.07540747756
294	0.9961221619	0.07540708977
295	0.9961221619	0.07540668474
296	0.9961221619	0.0754063228
297	0.9961221619	0.07540590916
298	0.9961221619	0.07540551275
299	0.9961221619	0.07540513357
300	0.9961221619	0.07540474578
301	0.9961221619	0.07540437523
302	0.9961221619	0.07540397882
303	0.9961221619	0.07540359964
304	0.9961221619	0.07540321185
305	0.9961221619	0.07540279821
306	0.9961221619	0.07540241903
307	0.9961221619	0.07540201401
308	0.9961221619	0.07540163483
309	0.9961221619	0.07540126428
310	0.9961221619	0.07540085925
311	0.9961221619	0.07540050593
312	0.9961221619	0.07540013537
313	0.9961221619	0.07539972173
314	0.9961221619	0.07539936841
315	0.9961221619	0.07539896338
316	0.9961221619	0.07539856697
317	0.9961221619	0.07539819641
318	0.9961221619	0.07539783448
319	0.9961221619	0.07539744668
320	0.9961221619	0.07539705889
321	0.9961221619	0.0753966711
322	0.9961221619	0.07539627469
323	0.9961221619	0.0753958869
324	0.9961221619	0.07539551634
325	0.9961221619	0.07539513717
326	0.9961221619	0.07539474938
327	0.9961221619	0.07539437882
328	0.9961221619	0.07539403412
329	0.9961221619	0.07539362047
330	0.9961221619	0.0753932413
331	0.9961221619	0.07539284489
332	0.9961221619	0.07539250881
333	0.9961221619	0.0753921124
334	0.9961221619	0.07539176769
335	0.9961221619	0.07539136267
336	0.9961221619	0.07539097487
337	0.9961221619	0.07539060432
338	0.9961221619	0.07539024238
339	0.9961221619	0.07538983735
340	0.9961221619	0.07538947541
341	0.9961221619	0.075389079
342	0.9961221619	0.07538870845
343	0.9961221619	0.07538832066
344	0.9961221619	0.07538792425
345	0.9961221619	0.07538757093
346	0.9961221619	0.07538723484
347	0.9961221619	0.07538682981
348	0.9961221619	0.0753864334
349	0.9961221619	0.0753860887
