iter	TotalF1:average=Weighted	MultiClass
250	0.9990891426	0.05878649101
251	0.9990891426	0.05846527036
252	0.9990891426	0.05845972063
253	0.9990891426	0.05817384932
254	0.9990891426	0.0581683513
255	0.9990891426	0.058163254
256	0.9990891426	0.05815832905
257	0.9990891426	0.05815358075
258	0.9990891426	0.05814623426
259	0.9990891426	0.05813902995
260	0.9990891426	0.05813179118
261	0.9990891426	0.05812769351
262	0.9990891426	0.05810865295
263	0.9990891426	0.05810482243
264	0.9990891426	0.0581011341
265	0.9990891426	0.05809758366
266	0.9990891426	0.05809023285
267	0.9990891426	0.05808689784
268	0.9991723956	0.05806957649
269	0.9991723956	0.05806631042
270	0.9992051212	0.05752790065
271	0.9992051212	0.05752477678
272	0.9992378464	0.05715248398
273	0.9992705714	0.05713665777
274	0.9992705714	0.05712757914
275	0.9993210976	0.05685601304
276	0.9992883723	0.05683918288
277	0.9993210976	0.05683632615
278	0.9992883723	0.05682050426
279	0.9994043478	0.05649336763
280	0.9994370728	0.05649060569
281	0.9994370728	0.05648171234
282	0.9994370728	0.05646828613
283	0.9994370728	0.05645318812
284	0.9994370728	0.0564506804
285	0.9994370728	0.05644781505
286	0.9994370728	0.0564454409
287	0.9994370728	0.05644059782
288	0.9994370728	0.05642636156
289	0.9994370728	0.05642415976
290	0.9994370728	0.05641049658
291	0.9994370728	0.05640592494
292	0.9994697977	0.05640383949
293	0.9994697977	0.05626482915
294	0.9994697977	0.05601172192
295	0.9994697977	0.0560072537
296	0.9994697977	0.05600231151
297	0.9994697977	0.05599971762
298	0.9995025224	0.05572132638
299	0.9995025224	0.05571886606
300	0.9995025224	0.05571478132
301	0.9995025224	0.05571246319
302	0.9995025224	0.05571049838
303	0.9995025224	0.05570858959
304	0.9995025224	0.05570632316
305	0.9995025224	0.05569459031
306	0.9995025224	0.05569236697
307	0.9995025224	0.05569063484
308	0.9995025224	0.05568879498
309	0.9995025224	0.05567563161
310	0.9995025224	0.05567395549
311	0.9995025224	0.05567241294
312	0.9995025224	0.05567079715
313	0.9995025224	0.05544407698
314	0.9995025224	0.0554424698
315	0.9995025224	0.05544092725
316	0.9995025224	0.05541900841
317	0.9995025224	0.0550005598
318	0.9995025224	0.05499900001
319	0.9995025224	0.05499745316
320	0.9995025224	0.05498051098
321	0.9995025224	0.05497897705
322	0.9995025224	0.05497737848
323	0.9995025224	0.05496222014
324	0.9995025224	0.05496075084
325	0.9995025224	0.05495933756
326	0.9995025224	0.05495790273
327	0.9995025224	0.05494747114
328	0.9995025224	0.05494610956
329	0.9995025224	0.05494480399
330	0.9995025224	0.05465582605
331	0.9995025224	0.05465449032
332	0.9995025224	0.0546525212
333	0.9995025224	0.05465063826
334	0.9995025224	0.05464932839
335	0.9995025224	0.05464804867
336	0.9995025224	0.05464108566
337	0.9995025224	0.05463982749
338	0.9995025224	0.05463859087
339	0.9995025224	0.05463733701
340	0.9995025224	0.0546250828
341	0.9995025224	0.05462388926
342	0.9995025224	0.0546227345
343	0.9995025224	0.05462095928
344	0.9995025224	0.05461981745
345	0.9995025224	0.05461862822
346	0.9995025224	0.05461751225
347	0.9995025224	0.05461635749
348	0.9995025224	0.05461525444
349	0.9995025224	0.05461330686
